query,rank,precision,recall
mRNA vaccines and the future of medicine,2,0.0,0.0
mRNA vaccines and the future of medicine,3,0.0,0.0
mRNA vaccines and the future of medicine,4,0.0,0.0
mRNA vaccines and the future of medicine,5,0.0,0.0
mRNA vaccines and the future of medicine,6,0.0,0.0
mRNA vaccines and the future of medicine,7,0.0,0.0
mRNA vaccines and the future of medicine,8,0.0,0.0
mRNA vaccines and the future of medicine,9,0.0,0.0
mRNA vaccines and the future of medicine,10,0.0,0.0
mRNA vaccines and the future of medicine,11,0.0,0.0
mRNA vaccines and the future of medicine,12,0.0,0.0
mRNA vaccines and the future of medicine,13,0.0,0.0
mRNA vaccines and the future of medicine,14,0.0,0.0
mRNA vaccines and the future of medicine,15,0.0,0.0
mRNA vaccines and the future of medicine,16,0.0,0.0
mRNA vaccines and the future of medicine,17,0.0,0.0
mRNA vaccines and the future of medicine,18,0.055556,1.0
mRNA vaccines and the future of medicine,19,0.052632,1.0
mRNA vaccines and the future of medicine,20,0.05,1.0
climate change policy and the Paris Agreement,1,1.0,0.1
climate change policy and the Paris Agreement,2,1.0,0.2
climate change policy and the Paris Agreement,3,1.0,0.3
climate change policy and the Paris Agreement,4,1.0,0.4
climate change policy and the Paris Agreement,5,1.0,0.5
climate change policy and the Paris Agreement,6,1.0,0.6
climate change policy and the Paris Agreement,7,0.857143,0.6
climate change policy and the Paris Agreement,8,0.75,0.6
climate change policy and the Paris Agreement,9,0.777778,0.7
climate change policy and the Paris Agreement,10,0.8,0.8
climate change policy and the Paris Agreement,11,0.818182,0.9
climate change policy and the Paris Agreement,12,0.75,0.9
climate change policy and the Paris Agreement,13,0.692308,0.9
climate change policy and the Paris Agreement,14,0.642857,0.9
climate change policy and the Paris Agreement,15,0.6,0.9
climate change policy and the Paris Agreement,16,0.5625,0.9
climate change policy and the Paris Agreement,17,0.529412,0.9
climate change policy and the Paris Agreement,18,0.5,0.9
climate change policy and the Paris Agreement,19,0.473684,0.9
climate change policy and the Paris Agreement,20,0.5,1.0
cryptocurrency Bitcoin surge and institutional adoption,1,1.0,0.076923
cryptocurrency Bitcoin surge and institutional adoption,2,1.0,0.153846
cryptocurrency Bitcoin surge and institutional adoption,3,1.0,0.230769
cryptocurrency Bitcoin surge and institutional adoption,4,1.0,0.307692
cryptocurrency Bitcoin surge and institutional adoption,5,1.0,0.384615
cryptocurrency Bitcoin surge and institutional adoption,6,1.0,0.461538
cryptocurrency Bitcoin surge and institutional adoption,7,1.0,0.538462
cryptocurrency Bitcoin surge and institutional adoption,8,0.875,0.538462
cryptocurrency Bitcoin surge and institutional adoption,9,0.888889,0.615385
cryptocurrency Bitcoin surge and institutional adoption,10,0.8,0.615385
cryptocurrency Bitcoin surge and institutional adoption,11,0.818182,0.692308
cryptocurrency Bitcoin surge and institutional adoption,12,0.75,0.692308
cryptocurrency Bitcoin surge and institutional adoption,13,0.769231,0.769231
cryptocurrency Bitcoin surge and institutional adoption,14,0.785714,0.846154
cryptocurrency Bitcoin surge and institutional adoption,15,0.8,0.923077
cryptocurrency Bitcoin surge and institutional adoption,16,0.75,0.923077
cryptocurrency Bitcoin surge and institutional adoption,17,0.705882,0.923077
cryptocurrency Bitcoin surge and institutional adoption,18,0.666667,0.923077
cryptocurrency Bitcoin surge and institutional adoption,19,0.684211,1.0
cryptocurrency Bitcoin surge and institutional adoption,20,0.65,1.0
privacy concerns and surveillance capitalism,1,1.0,0.05
privacy concerns and surveillance capitalism,2,1.0,0.1
privacy concerns and surveillance capitalism,3,1.0,0.15
privacy concerns and surveillance capitalism,4,1.0,0.2
privacy concerns and surveillance capitalism,5,1.0,0.25
privacy concerns and surveillance capitalism,6,1.0,0.3
privacy concerns and surveillance capitalism,7,1.0,0.35
privacy concerns and surveillance capitalism,8,1.0,0.4
privacy concerns and surveillance capitalism,9,1.0,0.45
privacy concerns and surveillance capitalism,10,1.0,0.5
privacy concerns and surveillance capitalism,11,1.0,0.55
privacy concerns and surveillance capitalism,12,1.0,0.6
privacy concerns and surveillance capitalism,13,1.0,0.65
privacy concerns and surveillance capitalism,14,1.0,0.7
privacy concerns and surveillance capitalism,15,1.0,0.75
privacy concerns and surveillance capitalism,16,1.0,0.8
privacy concerns and surveillance capitalism,17,1.0,0.85
privacy concerns and surveillance capitalism,18,1.0,0.9
privacy concerns and surveillance capitalism,19,1.0,0.95
privacy concerns and surveillance capitalism,20,1.0,1.0
social media addiction and its effects on teenagers,1,1.0,0.0625
social media addiction and its effects on teenagers,2,1.0,0.125
social media addiction and its effects on teenagers,3,1.0,0.1875
social media addiction and its effects on teenagers,4,0.75,0.1875
social media addiction and its effects on teenagers,5,0.8,0.25
social media addiction and its effects on teenagers,6,0.833333,0.3125
social media addiction and its effects on teenagers,7,0.857143,0.375
social media addiction and its effects on teenagers,8,0.875,0.4375
social media addiction and its effects on teenagers,9,0.888889,0.5
social media addiction and its effects on teenagers,10,0.9,0.5625
social media addiction and its effects on teenagers,11,0.909091,0.625
social media addiction and its effects on teenagers,12,0.916667,0.6875
social media addiction and its effects on teenagers,13,0.846154,0.6875
social media addiction and its effects on teenagers,14,0.857143,0.75
social media addiction and its effects on teenagers,15,0.866667,0.8125
social media addiction and its effects on teenagers,16,0.875,0.875
social media addiction and its effects on teenagers,17,0.882353,0.9375
social media addiction and its effects on teenagers,18,0.888889,1.0
social media addiction and its effects on teenagers,19,0.842105,1.0
social media addiction and its effects on teenagers,20,0.8,1.0
Netflix binge watching and the streaming wars,1,1.0,0.0625
Netflix binge watching and the streaming wars,2,1.0,0.125
Netflix binge watching and the streaming wars,3,1.0,0.1875
Netflix binge watching and the streaming wars,4,1.0,0.25
Netflix binge watching and the streaming wars,5,0.8,0.25
Netflix binge watching and the streaming wars,6,0.666667,0.25
Netflix binge watching and the streaming wars,7,0.714286,0.3125
Netflix binge watching and the streaming wars,8,0.75,0.375
Netflix binge watching and the streaming wars,9,0.666667,0.375
Netflix binge watching and the streaming wars,10,0.7,0.4375
Netflix binge watching and the streaming wars,11,0.727273,0.5
Netflix binge watching and the streaming wars,12,0.666667,0.5
Netflix binge watching and the streaming wars,13,0.692308,0.5625
Netflix binge watching and the streaming wars,14,0.714286,0.625
Netflix binge watching and the streaming wars,15,0.733333,0.6875
Netflix binge watching and the streaming wars,16,0.75,0.75
Netflix binge watching and the streaming wars,17,0.764706,0.8125
Netflix binge watching and the streaming wars,18,0.777778,0.875
Netflix binge watching and the streaming wars,19,0.789474,0.9375
Netflix binge watching and the streaming wars,20,0.8,1.0
Olympics postponement and athlete mental health,1,0.0,0.0
Olympics postponement and athlete mental health,2,0.0,0.0
Olympics postponement and athlete mental health,3,0.0,0.0
Olympics postponement and athlete mental health,4,0.0,0.0
Olympics postponement and athlete mental health,5,0.0,0.0
Olympics postponement and athlete mental health,6,0.0,0.0
Olympics postponement and athlete mental health,7,0.0,0.0
Olympics postponement and athlete mental health,8,0.0,0.0
Olympics postponement and athlete mental health,9,0.0,0.0
Olympics postponement and athlete mental health,10,0.0,0.0
Olympics postponement and athlete mental health,11,0.0,0.0
Olympics postponement and athlete mental health,12,0.0,0.0
Olympics postponement and athlete mental health,13,0.0,0.0
Olympics postponement and athlete mental health,14,0.0,0.0
Olympics postponement and athlete mental health,15,0.0,0.0
Olympics postponement and athlete mental health,16,0.0,0.0
Olympics postponement and athlete mental health,17,0.0,0.0
Olympics postponement and athlete mental health,18,0.0,0.0
Olympics postponement and athlete mental health,19,0.0,0.0
Olympics postponement and athlete mental health,20,0.0,0.0
5G technology rollout and conspiracy theories,1,0.0,0.0
5G technology rollout and conspiracy theories,2,0.5,0.142857
5G technology rollout and conspiracy theories,3,0.666667,0.285714
5G technology rollout and conspiracy theories,4,0.75,0.428571
5G technology rollout and conspiracy theories,5,0.8,0.571429
5G technology rollout and conspiracy theories,6,0.666667,0.571429
5G technology rollout and conspiracy theories,7,0.571429,0.571429
5G technology rollout and conspiracy theories,8,0.5,0.571429
5G technology rollout and conspiracy theories,9,0.444444,0.571429
5G technology rollout and conspiracy theories,10,0.4,0.571429
5G technology rollout and conspiracy theories,11,0.454545,0.714286
5G technology rollout and conspiracy theories,12,0.416667,0.714286
5G technology rollout and conspiracy theories,13,0.461538,0.857143
5G technology rollout and conspiracy theories,14,0.428571,0.857143
5G technology rollout and conspiracy theories,15,0.4,0.857143
5G technology rollout and conspiracy theories,16,0.375,0.857143
5G technology rollout and conspiracy theories,17,0.411765,1.0
5G technology rollout and conspiracy theories,18,0.388889,1.0
5G technology rollout and conspiracy theories,19,0.368421,1.0
5G technology rollout and conspiracy theories,20,0.35,1.0
SpaceX Falcon 9 and commercial space travel,1,1.0,0.058824
SpaceX Falcon 9 and commercial space travel,2,1.0,0.117647
SpaceX Falcon 9 and commercial space travel,3,1.0,0.176471
SpaceX Falcon 9 and commercial space travel,4,0.75,0.176471
SpaceX Falcon 9 and commercial space travel,5,0.8,0.235294
SpaceX Falcon 9 and commercial space travel,6,0.833333,0.294118
SpaceX Falcon 9 and commercial space travel,7,0.857143,0.352941
SpaceX Falcon 9 and commercial space travel,8,0.875,0.411765
SpaceX Falcon 9 and commercial space travel,9,0.888889,0.470588
SpaceX Falcon 9 and commercial space travel,10,0.8,0.470588
SpaceX Falcon 9 and commercial space travel,11,0.818182,0.529412
SpaceX Falcon 9 and commercial space travel,12,0.75,0.529412
SpaceX Falcon 9 and commercial space travel,13,0.769231,0.588235
SpaceX Falcon 9 and commercial space travel,14,0.785714,0.647059
SpaceX Falcon 9 and commercial space travel,15,0.8,0.705882
SpaceX Falcon 9 and commercial space travel,16,0.8125,0.764706
SpaceX Falcon 9 and commercial space travel,17,0.823529,0.823529
SpaceX Falcon 9 and commercial space travel,18,0.833333,0.882353
SpaceX Falcon 9 and commercial space travel,19,0.842105,0.941176
SpaceX Falcon 9 and commercial space travel,20,0.85,1.0
